Date,Open,High,Low,Close,Adj Close,Volume
2016-02-17,528.74,537.48,519.39,534.10,534.10,4824000
2016-02-18,541.19,541.20,523.73,525.00,525.00,4735000
2016-02-19,520.71,535.95,515.35,534.90,534.90,4974700
2016-02-22,542.20,560.65,541.08,559.50,559.50,5566600
2016-02-23,555.55,556.91,545.33,552.94,552.94,4050800
2016-02-24,545.75,554.27,533.15,554.04,554.04,6231700
2016-02-25,555.52,559.39,545.29,555.15,555.15,4525500
2016-02-26,560.12,562.50,553.17,555.23,555.23,4877000
2016-02-29,554.00,564.81,552.51,552.52,552.52,4145400
2016-03-01,556.29,579.25,556.00,579.04,579.04,5038500
2016-03-02,581.75,585.00,573.70,580.21,580.21,4582200
2016-03-03,577.96,579.87,573.11,577.49,577.49,2741300
2016-03-04,581.07,581.40,571.07,575.14,575.14,3416500
2016-03-07,573.54,573.63,555.55,562.80,562.80,4926900
2016-03-08,557.87,571.35,554.74,560.26,560.26,4730000
2016-03-09,559.56,560.35,550.13,559.47,559.47,4377300
2016-03-10,566.74,567.00,547.90,558.93,558.93,3919900
2016-03-11,566.95,570.06,562.73,569.61,569.61,3771300
2016-03-14,567.00,576.89,563.05,573.37,573.37,3454200
2016-03-15,571.00,581.52,567.00,577.02,577.02,3876800
2016-03-16,576.64,581.32,571.14,574.27,574.27,3537700
2016-03-17,569.51,571.40,555.01,559.44,559.44,5928100
2016-03-18,560.94,562.33,546.09,552.08,552.08,7296900
2016-03-21,548.91,555.24,538.58,553.98,553.98,5155700
2016-03-22,545.11,562.76,545.05,560.48,560.48,4000600
2016-03-23,561.00,572.48,558.10,569.63,569.63,3983700
2016-03-24,567.11,583.55,567.08,582.95,582.95,5185500
2016-03-28,584.40,584.75,575.56,579.87,579.87,3121500
2016-03-29,580.15,595.85,576.50,593.86,593.86,4392600
2016-03-30,596.71,603.24,595.00,598.69,598.69,3890500
2016-03-31,599.28,600.75,592.21,593.64,593.64,2681800
2016-04-01,590.49,599.03,588.30,598.50,598.50,2917400
2016-04-04,599.00,599.50,590.55,593.19,593.19,2470800
2016-04-05,590.77,593.47,585.25,586.14,586.14,2308900
2016-04-06,587.52,602.39,587.50,602.08,602.08,2849900
2016-04-07,598.76,599.60,589.08,591.43,591.43,3189000
2016-04-08,594.32,597.86,589.00,594.60,594.60,2591900
2016-04-11,596.14,604.00,594.91,595.93,595.93,2704300
2016-04-12,598.40,604.06,592.31,603.17,603.17,2641100
2016-04-13,607.68,616.81,605.29,614.82,614.82,4228300
2016-04-14,615.07,624.38,615.07,620.75,620.75,3512100
2016-04-15,621.92,626.77,618.11,625.89,625.89,2887700
2016-04-18,625.35,637.64,624.96,635.35,635.35,4360900
2016-04-19,637.14,638.01,620.80,627.90,627.90,4055900
2016-04-20,630.00,636.55,623.00,632.99,632.99,2609400
2016-04-21,631.00,637.82,628.50,631.00,631.00,2596300
2016-04-22,624.47,628.25,611.56,620.50,620.50,5083900
2016-04-25,616.61,626.98,616.25,626.20,626.20,2682900
2016-04-26,626.17,626.75,614.88,616.88,616.88,2521400
2016-04-27,611.80,615.95,601.28,606.57,606.57,4068800
2016-04-28,615.54,626.80,599.20,602.00,602.00,7872600
2016-04-29,666.00,669.98,654.00,659.59,659.59,10310700
2016-05-02,663.92,685.50,662.03,683.85,683.85,6578500
2016-05-03,677.36,680.30,670.43,671.32,671.32,4923400
2016-05-04,662.59,674.00,662.14,670.90,670.90,4635500
2016-05-05,673.31,676.49,656.00,659.09,659.09,4884100
2016-05-06,656.05,676.95,656.01,673.95,673.95,4365300
2016-05-09,673.95,686.98,671.41,679.75,679.75,3982200
2016-05-10,694.00,704.55,693.50,703.07,703.07,6105600
2016-05-11,705.79,719.00,701.65,713.23,713.23,7338200
2016-05-12,717.38,722.45,711.51,717.93,717.93,5048200
2016-05-13,714.64,719.25,706.51,709.92,709.92,4763400
2016-05-16,710.13,713.25,700.28,710.66,710.66,5432900
2016-05-17,709.90,714.47,693.91,695.27,695.27,5121400
2016-05-18,689.56,702.54,688.76,697.45,697.45,4283200
2016-05-19,691.88,699.40,689.56,698.52,698.52,3025600
2016-05-20,701.05,707.24,700.00,702.80,702.80,2916200
2016-05-23,704.25,706.00,696.42,696.75,696.75,2595100
2016-05-24,698.01,707.50,698.00,704.20,704.20,3033800
2016-05-25,708.00,710.86,705.52,708.35,708.35,3267700
2016-05-26,708.33,715.00,707.29,714.91,714.91,2446700
2016-05-27,715.00,716.60,711.10,712.24,712.24,2249200
2016-05-31,712.33,724.23,711.32,722.79,722.79,3618300
2016-06-01,720.90,726.43,718.22,719.44,719.44,3263100
2016-06-02,720.97,728.28,715.50,728.24,728.24,3026600
2016-06-03,726.74,727.00,718.43,725.54,725.54,3367300
2016-06-06,726.50,731.50,724.42,726.73,726.73,2704800
2016-06-07,729.89,730.00,720.55,723.74,723.74,2732500
2016-06-08,726.40,729.42,721.60,726.64,726.64,2223400
2016-06-09,723.10,728.91,722.30,727.65,727.65,2170300
2016-06-10,722.35,724.98,714.21,717.91,717.91,3425700
2016-06-13,714.01,721.99,711.16,715.24,715.24,3352200
2016-06-14,712.33,720.81,712.27,719.30,719.30,2506900
2016-06-15,722.00,722.56,713.35,714.26,714.26,2709400
2016-06-16,712.05,718.00,705.30,717.51,717.51,3098000
2016-06-17,718.19,718.20,699.18,706.39,706.39,5897800
2016-06-20,713.50,721.31,710.81,714.01,714.01,3677200
2016-06-21,715.72,718.40,712.72,715.82,715.82,2137500
2016-06-22,716.58,717.00,707.57,710.60,710.60,2260500
2016-06-23,715.50,722.12,712.50,722.08,722.08,2825000
2016-06-24,693.00,712.53,692.20,698.96,698.96,7632500
2016-06-27,692.01,696.82,682.12,691.36,691.36,5568000
2016-06-28,700.00,708.00,698.17,707.95,707.95,4037000
2016-06-29,715.75,719.50,713.54,715.60,715.60,3070100
2016-06-30,717.20,719.37,712.54,715.62,715.62,2855100
2016-07-01,717.32,728.00,716.54,725.68,725.68,2920400
2016-07-05,722.80,729.56,719.61,728.10,728.10,2431400
2016-07-06,725.71,737.77,722.58,737.61,737.61,3938200
2016-07-07,739.33,739.55,731.63,736.57,736.57,2945800
2016-07-08,740.14,746.10,738.00,745.81,745.81,3429200
2016-07-11,750.00,755.90,747.00,753.78,753.78,3195300
2016-07-12,756.86,757.34,740.33,748.21,748.21,5623700
2016-07-13,746.76,756.87,741.25,742.63,742.63,4142300
2016-07-14,748.86,749.04,739.02,741.20,741.20,2390500
2016-07-15,746.55,746.55,734.05,735.44,735.44,3121400
2016-07-18,735.49,741.60,728.72,736.07,736.07,2954900
2016-07-19,732.50,743.33,732.31,739.95,739.95,2216800
2016-07-20,744.00,746.25,740.70,745.72,745.72,2214000
2016-07-21,747.50,749.36,742.79,744.43,744.43,2317100
2016-07-22,747.79,751.28,743.53,744.86,744.86,2277700
2016-07-25,746.55,748.50,735.35,739.61,739.61,2679300
2016-07-26,742.71,743.13,732.75,735.59,735.59,2529700
2016-07-27,737.97,740.94,733.86,736.67,736.67,2913100
2016-07-28,745.98,753.36,739.70,752.61,752.61,7617600
2016-07-29,765.00,766.00,755.00,758.81,758.81,6777100
2016-08-01,759.87,770.50,757.06,767.74,767.74,3578200
2016-08-02,763.81,765.01,757.02,760.58,760.58,3603300
2016-08-03,757.06,758.89,752.25,754.64,754.64,3581500
2016-08-04,753.70,765.00,750.35,760.77,760.77,3178200
2016-08-05,764.81,768.47,763.09,765.98,765.98,2704400
2016-08-08,766.81,767.00,761.02,766.56,766.56,1986300
2016-08-09,767.39,772.60,766.90,768.31,768.31,1876100
2016-08-10,769.80,772.10,766.19,768.56,768.56,1604300
2016-08-11,769.94,773.75,769.12,771.24,771.24,2019700
2016-08-12,768.46,773.15,768.42,772.56,772.56,1563300
2016-08-15,771.90,772.04,767.71,768.49,768.49,2118500
2016-08-16,768.62,768.73,763.82,764.04,764.04,1604600
2016-08-17,764.41,765.22,759.20,764.63,764.63,1891100
2016-08-18,764.00,765.17,760.60,764.46,764.46,1458800
2016-08-19,761.90,762.49,756.89,757.31,757.31,2343200
2016-08-22,757.50,759.85,752.10,759.48,759.48,1679300
2016-08-23,763.31,764.70,761.00,762.45,762.45,1524100
2016-08-24,763.00,763.41,755.36,757.25,757.25,1744100
2016-08-25,756.00,760.56,754.74,759.22,759.22,1623000
2016-08-26,760.05,770.00,759.80,769.00,769.00,2776800
2016-08-29,768.72,774.98,768.60,771.29,771.29,2198600
2016-08-30,771.05,771.84,765.56,767.58,767.58,1709200
2016-08-31,766.60,769.64,764.00,769.16,769.16,1633800
2016-09-01,770.90,772.04,766.75,770.62,770.62,1792300
2016-09-02,774.11,776.00,771.70,772.44,772.44,2181800
2016-09-06,774.04,789.48,770.22,788.87,788.87,3719800
2016-09-07,789.53,790.79,784.33,784.48,784.48,2424600
2016-09-08,783.89,786.50,781.44,784.06,784.06,2030500
2016-09-09,779.36,781.00,760.11,760.14,760.14,4257300
2016-09-12,757.35,772.66,756.00,771.49,771.49,3124700
2016-09-13,768.77,769.89,759.05,761.01,761.01,3117200
2016-09-14,762.20,767.50,758.85,761.09,761.09,2523000
2016-09-15,762.00,770.87,757.58,769.69,769.69,3034000
2016-09-16,773.28,780.46,771.66,778.52,778.52,5499200
2016-09-19,779.97,781.94,771.00,775.10,775.10,2297200
2016-09-20,776.00,781.37,776.00,780.22,780.22,1937200
2016-09-21,783.25,790.69,779.01,789.74,789.74,2718600
2016-09-22,794.27,805.89,794.27,804.70,804.70,4078900
2016-09-23,803.13,807.75,802.12,805.75,805.75,2353500
2016-09-26,801.80,805.93,797.15,799.16,799.16,2651400
2016-09-27,801.85,816.64,801.11,816.11,816.11,3819600
2016-09-28,818.00,830.14,817.03,828.72,828.72,4422100
2016-09-29,828.26,837.50,824.63,829.05,829.05,4922200
2016-09-30,832.61,839.95,832.40,837.31,837.31,4430600
2016-10-03,836.00,839.86,831.25,836.74,836.74,2769400
2016-10-04,840.91,842.37,830.26,834.03,834.03,2950300
2016-10-05,838.00,845.67,836.12,844.36,844.36,3469100
2016-10-06,843.70,847.21,840.60,841.66,841.66,2684000
2016-10-07,845.79,845.95,837.45,839.43,839.43,2426200
2016-10-10,843.25,845.20,840.27,841.71,841.71,1827100
2016-10-11,841.02,841.29,828.35,831.00,831.00,3588200
2016-10-12,834.00,837.67,830.10,834.09,834.09,2380400
2016-10-13,829.00,831.80,821.21,829.28,829.28,3091400
2016-10-14,835.08,835.74,822.96,822.96,822.96,2999800
2016-10-17,821.50,822.00,811.68,812.95,812.95,3361500
2016-10-18,822.11,823.26,815.02,817.65,817.65,2512500
2016-10-19,820.40,820.67,815.17,817.69,817.69,2090700
2016-10-20,813.99,815.71,803.10,810.32,810.32,3152000
2016-10-21,809.36,819.42,809.00,818.99,818.99,2793000
2016-10-24,824.95,838.30,822.21,838.09,838.09,4060900
2016-10-25,839.30,843.09,833.22,835.18,835.18,3248400
2016-10-26,832.76,833.44,820.00,822.59,822.59,3998100
2016-10-27,831.24,831.72,815.43,818.36,818.36,7406400
2016-10-28,782.00,789.49,774.61,776.32,776.32,10841100
2016-10-31,781.03,793.70,780.11,789.82,789.82,5413300
2016-11-01,799.00,800.84,776.71,785.41,785.41,5305400
2016-11-02,783.93,784.75,763.55,765.56,765.56,5026500
2016-11-03,765.05,777.00,764.00,767.03,767.03,3872500
2016-11-04,762.79,766.00,753.23,755.05,755.05,5122100
2016-11-07,771.64,787.73,770.94,784.93,784.93,5984400
2016-11-08,784.97,791.74,779.10,787.75,787.75,3412600
2016-11-09,764.00,777.50,760.09,771.88,771.88,8562900
2016-11-10,778.81,778.83,717.70,742.38,742.38,12747000
2016-11-11,735.73,743.26,728.90,739.01,739.01,6622800
2016-11-14,745.51,746.00,710.10,719.07,719.07,7321300
2016-11-15,730.00,746.78,725.99,743.24,743.24,6755800
2016-11-16,739.88,749.87,735.61,746.49,746.49,3648800
2016-11-17,749.32,757.50,748.00,756.40,756.40,3690100
2016-11-18,761.00,767.74,757.64,760.16,760.16,4373400
2016-11-21,766.00,780.35,765.11,780.00,780.00,4614600
2016-11-22,788.17,792.40,781.00,785.33,785.33,5311300
2016-11-23,781.73,781.75,773.12,780.12,780.12,3540300
2016-11-25,786.50,786.75,777.90,780.37,780.37,1837100
2016-11-28,776.99,777.00,764.24,766.77,766.77,4438800
2016-11-29,768.00,769.89,761.32,762.52,762.52,3272300
2016-11-30,762.00,768.09,750.25,750.57,750.57,4625900
2016-12-01,752.41,753.37,738.03,743.65,743.65,4666000
2016-12-02,743.40,748.49,736.70,740.34,740.34,3561300
2016-12-05,745.00,761.49,742.00,759.36,759.36,4314700
2016-12-06,763.99,768.24,757.25,764.72,764.72,3794700
2016-12-07,764.55,770.42,755.82,770.42,770.42,3684900
2016-12-08,771.87,773.79,765.19,767.33,767.33,3189600
2016-12-09,770.00,770.25,765.34,768.66,768.66,2470900
2016-12-12,766.40,766.89,757.20,760.12,760.12,2963900
2016-12-13,764.96,782.46,762.00,774.34,774.34,5285300
2016-12-14,778.25,780.86,762.81,768.82,768.82,5454800
2016-12-15,766.28,769.10,760.31,761.00,761.00,3801900
2016-12-16,765.00,765.13,754.00,757.77,757.77,4848200
2016-12-19,758.89,770.50,756.16,766.00,766.00,3113200
2016-12-20,768.65,774.39,767.71,771.22,771.22,2703600
2016-12-21,770.00,771.22,765.70,770.60,770.60,2044600
2016-12-22,768.12,771.21,763.02,766.34,766.34,2543600
2016-12-23,764.55,766.50,757.99,760.59,760.59,1981600
2016-12-27,763.40,774.65,761.20,771.40,771.40,2638700
2016-12-28,776.25,780.00,770.50,772.13,772.13,3301000
2016-12-29,772.40,773.40,760.85,765.15,765.15,3158300
2016-12-30,766.47,767.40,748.28,749.87,749.87,4139400
2017-01-03,757.92,758.76,747.70,753.67,753.67,3521100
2017-01-04,758.39,759.68,754.20,757.18,757.18,2510500
2017-01-05,761.55,782.40,760.26,780.45,780.45,5830100
2017-01-06,782.36,799.44,778.48,795.99,795.99,5986200
2017-01-09,798.00,801.77,791.77,796.92,796.92,3446100
2017-01-10,796.60,798.00,789.54,795.90,795.90,2558400
2017-01-11,793.66,799.50,789.51,799.02,799.02,2992800
2017-01-12,800.31,814.13,799.50,813.64,813.64,4873900
2017-01-13,814.32,821.65,811.40,817.14,817.14,3791900
2017-01-17,815.70,816.00,803.44,809.72,809.72,3670500
2017-01-18,809.50,811.73,804.27,807.48,807.48,2354200
2017-01-19,810.00,813.51,807.32,809.04,809.04,2540800
2017-01-20,815.28,816.02,806.26,808.33,808.33,3376200
2017-01-23,806.80,818.50,805.08,817.88,817.88,2797500
2017-01-24,822.00,823.99,814.50,822.44,822.44,2971700
2017-01-25,825.79,837.42,825.29,836.52,836.52,3922600
2017-01-26,835.53,843.84,833.00,839.15,839.15,3586300
2017-01-27,839.00,839.70,829.44,835.77,835.77,2998700
2017-01-30,833.00,833.50,816.38,830.38,830.38,3747300
2017-01-31,823.75,826.99,819.56,823.48,823.48,3137200
2017-02-01,829.21,833.78,824.94,832.35,832.35,3850200
2017-02-02,836.59,842.49,828.26,839.95,839.95,7350500
2017-02-03,806.72,818.30,804.00,810.20,810.20,10868800
2017-02-06,809.80,810.72,803.00,807.64,807.64,3897300
2017-02-07,809.31,816.16,807.50,812.50,812.50,3466100
2017-02-08,812.69,821.48,812.50,819.71,819.71,2858000
2017-02-09,821.60,825.00,819.71,821.36,821.36,2484900
2017-02-10,823.82,828.00,822.85,827.46,827.46,2429600
2017-02-13,831.62,843.00,828.55,836.53,836.53,4172600
2017-02-14,837.00,838.31,831.45,836.39,836.39,2792400
2017-02-15,834.00,842.81,832.82,842.70,842.70,2968900
2017-02-16,841.84,845.00,839.38,844.14,844.14,2714700
2017-02-17,842.00,847.27,840.73,845.07,845.07,3112300
2017-02-21,848.84,857.98,847.25,856.44,856.44,3507700
2017-02-22,856.95,858.43,852.18,855.61,855.61,2617000
2017-02-23,857.57,860.86,848.00,852.19,852.19,3462000
2017-02-24,844.69,845.81,837.75,845.24,845.24,3688000
2017-02-27,842.38,852.50,839.67,848.64,848.64,2713600
2017-02-28,851.45,854.09,842.05,845.04,845.04,2793700
2017-03-01,853.05,854.83,849.01,853.08,853.08,2760100
2017-03-02,853.08,854.82,847.28,848.91,848.91,2132100
2017-03-03,847.20,851.99,846.27,849.88,849.88,1941100
2017-03-06,845.23,848.49,841.12,846.61,846.61,2610400
2017-03-07,845.48,848.46,843.75,846.02,846.02,2247600
2017-03-08,848.00,853.07,846.79,850.50,850.50,2286500
2017-03-09,851.00,856.40,850.31,853.00,853.00,2048200
2017-03-10,857.00,857.35,851.72,852.46,852.46,2436400
2017-03-13,851.77,855.69,851.71,854.59,854.59,1909700
2017-03-14,853.55,853.75,847.55,852.53,852.53,2130600
2017-03-15,854.33,854.45,847.11,852.97,852.97,2562200
2017-03-16,855.30,855.50,850.51,853.42,853.42,1842300
2017-03-17,853.49,853.83,850.64,852.31,852.31,3384400
2017-03-20,851.51,857.80,851.01,856.97,856.97,2282700
2017-03-21,858.84,862.80,841.31,843.20,843.20,4382900
2017-03-22,840.43,849.37,839.05,848.06,848.06,2658700
2017-03-23,848.20,850.89,844.80,847.38,847.38,1953000
2017-03-24,851.68,851.80,843.53,845.61,845.61,2138300
2017-03-27,838.07,850.30,833.50,846.82,846.82,2755800
2017-03-28,851.75,858.46,850.10,856.00,856.00,3041600
2017-03-29,859.05,876.44,859.02,874.32,874.32,4485800
2017-03-30,874.95,877.06,871.66,876.34,876.34,2762700
2017-03-31,877.00,890.35,876.65,886.54,886.54,3957600
2017-04-03,888.00,893.49,885.42,891.51,891.51,3422300
2017-04-04,891.50,908.54,890.28,906.83,906.83,4984700
2017-04-05,910.82,923.72,905.62,909.28,909.28,7508400
2017-04-06,913.80,917.19,894.49,898.28,898.28,6344100
2017-04-07,899.65,900.09,889.31,894.88,894.88,3710900
2017-04-10,899.63,908.51,899.00,907.04,907.04,3184300
2017-04-11,907.04,911.24,897.50,902.36,902.36,3012700
2017-04-12,903.09,904.09,895.25,896.23,896.23,2456100
2017-04-13,891.45,894.97,884.49,884.67,884.67,3174600
2017-04-17,887.50,902.38,887.50,901.99,901.99,2854700
2017-04-18,900.99,909.61,900.78,903.78,903.78,2999200
2017-04-19,907.84,910.50,897.37,899.20,899.20,2870200
2017-04-20,899.70,905.32,896.29,902.06,902.06,2814400
2017-04-21,902.67,903.65,896.77,898.53,898.53,2420500
2017-04-24,908.68,909.99,903.82,907.41,907.41,3122900
2017-04-25,907.04,909.48,903.00,907.62,907.62,3380600
2017-04-26,910.30,915.75,907.56,909.29,909.29,2608900
2017-04-27,914.39,921.86,912.11,918.38,918.38,5305500
2017-04-28,948.83,949.59,924.33,924.99,924.99,7364700
2017-05-01,927.80,954.40,927.80,948.23,948.23,5466500
2017-05-02,946.65,950.10,941.41,946.94,946.94,3848800
2017-05-03,946.00,946.00,935.90,941.03,941.03,3582700
2017-05-04,944.75,945.00,934.22,937.53,937.53,2418400
2017-05-05,940.52,940.79,930.30,934.15,934.15,2866400
2017-05-08,940.95,949.05,939.21,949.04,949.04,3415700
2017-05-09,952.80,957.89,950.20,952.82,952.82,3262100
2017-05-10,953.50,953.75,945.00,948.95,948.95,2096500
2017-05-11,945.11,950.29,940.78,947.62,947.62,2194100
2017-05-12,954.50,962.79,951.53,961.35,961.35,3625900
2017-05-15,958.73,963.15,956.06,957.97,957.97,4270600
2017-05-16,961.00,970.06,960.91,966.07,966.07,3126100
2017-05-17,954.70,960.40,944.12,944.76,944.76,5145600
2017-05-18,944.80,962.75,944.76,958.49,958.49,3939300
2017-05-19,962.84,968.92,959.72,959.84,959.84,3972100
2017-05-22,964.00,971.38,962.90,970.67,970.67,2642200
2017-05-23,975.02,975.20,966.85,971.54,971.54,2415600
2017-05-24,976.00,981.00,970.23,980.35,980.35,2446000
2017-05-25,984.85,999.00,982.11,993.38,993.38,4822000
2017-05-26,995.00,998.65,989.25,995.78,995.78,3469200
2017-05-30,996.51,1001.20,995.52,996.70,996.70,3263100
2017-05-31,1000.00,1000.12,982.16,994.62,994.62,3913100
2017-06-01,998.59,998.99,991.37,995.95,995.95,2454800
2017-06-02,998.99,1008.48,995.67,1006.73,1006.73,3752300
2017-06-05,1007.23,1013.21,1003.51,1011.34,1011.34,2719900
2017-06-06,1012.00,1016.50,1001.25,1003.00,1003.00,3346400
2017-06-07,1005.95,1010.25,1002.00,1010.07,1010.07,2823000
2017-06-08,1012.06,1013.61,1006.11,1010.27,1010.27,2767900
2017-06-09,1012.50,1012.99,927.00,978.31,978.31,7647700
2017-06-12,967.00,975.95,945.00,964.91,964.91,9447200
2017-06-13,977.99,984.50,966.10,980.79,980.79,4580000
2017-06-14,988.59,990.34,966.71,976.47,976.47,3974900
2017-06-15,958.70,965.73,950.86,964.17,964.17,5373900
2017-06-16,996.00,999.75,982.00,987.71,987.71,11472700
2017-06-19,1017.00,1017.00,989.90,995.17,995.17,5043400
2017-06-20,998.00,1004.88,992.02,992.59,992.59,4076800
2017-06-21,998.70,1002.72,992.65,1002.23,1002.23,2922500
2017-06-22,1002.23,1006.96,997.20,1001.30,1001.30,2253400
2017-06-23,1002.54,1004.62,998.02,1003.74,1003.74,2879100
2017-06-26,1008.50,1009.80,992.00,993.98,993.98,3386200
2017-06-27,990.69,998.80,976.00,976.78,976.78,3782400
2017-06-28,978.55,990.68,969.21,990.33,990.33,3737600
2017-06-29,979.00,987.56,965.25,975.93,975.93,4303000
2017-06-30,980.12,983.47,967.61,968.00,968.00,3390300
2017-07-03,972.79,974.49,951.00,953.66,953.66,2909100
2017-07-05,961.53,975.00,955.25,971.40,971.40,3653000
2017-07-06,964.66,974.40,959.02,965.14,965.14,3259600
2017-07-07,969.55,980.11,969.14,978.76,978.76,2643400
2017-07-10,985.00,999.44,983.50,996.47,996.47,3546300
2017-07-11,993.00,995.99,983.72,994.13,994.13,2982700
2017-07-12,1000.65,1008.55,998.10,1006.51,1006.51,3608600
2017-07-13,1004.62,1006.88,995.90,1000.63,1000.63,2880800
2017-07-14,1002.40,1004.45,996.89,1001.81,1001.81,2102500
2017-07-17,1004.69,1014.75,1003.81,1010.04,1010.04,3712600
2017-07-18,1006.00,1026.03,1004.00,1024.45,1024.45,4007600
2017-07-19,1025.00,1031.59,1022.50,1026.87,1026.87,2964000
2017-07-20,1031.59,1034.97,1022.52,1028.70,1028.70,3097500
2017-07-21,1021.28,1026.10,1011.00,1025.67,1025.67,2734600
2017-07-24,1028.34,1043.01,1027.43,1038.95,1038.95,3288000
2017-07-25,1038.05,1043.33,1032.48,1039.87,1039.87,2447600
2017-07-26,1043.20,1053.20,1043.20,1052.80,1052.80,2921300
2017-07-27,1069.55,1083.31,1040.18,1046.00,1046.00,10991700
2017-07-28,1012.14,1032.85,1001.00,1020.04,1020.04,7709400
2017-07-31,1019.05,1019.05,987.02,987.78,987.78,7352100
2017-08-01,996.11,1006.40,991.58,996.19,996.19,4572600
2017-08-02,1001.77,1003.21,981.73,995.89,995.89,4070000
2017-08-03,999.47,999.50,984.59,986.92,986.92,3255800
2017-08-04,989.68,991.67,982.00,987.58,987.58,2730300
2017-08-07,990.65,995.00,987.14,992.27,992.27,2676600
2017-08-08,994.35,996.28,985.79,989.84,989.84,2902800
2017-08-09,982.60,988.00,975.27,982.01,982.01,3569700
2017-08-10,976.30,979.86,954.68,956.92,956.92,5684100
2017-08-11,960.00,970.39,951.38,967.99,967.99,3468000
2017-08-14,978.41,985.50,976.19,983.30,983.30,3172900
2017-08-15,988.90,991.74,982.00,982.74,982.74,2549300
2017-08-16,981.65,986.46,973.22,978.18,978.18,3132100
2017-08-17,977.84,977.84,960.32,960.57,960.57,3512400
2017-08-18,961.40,965.43,954.65,958.47,958.47,3284800
2017-08-21,957.57,961.20,945.46,953.29,953.29,3164500
2017-08-22,955.52,967.93,955.50,966.90,966.90,2750000
2017-08-23,959.38,962.00,954.20,958.00,958.00,2668300
2017-08-24,957.42,959.00,941.14,952.45,952.45,5195700
2017-08-25,956.00,957.62,944.10,945.26,945.26,3324800
2017-08-28,946.54,953.00,942.25,946.02,946.02,2596700
2017-08-29,940.00,956.00,936.33,954.06,954.06,2874300
2017-08-30,958.44,969.41,956.91,967.59,967.59,2904600
2017-08-31,974.70,981.00,972.76,980.60,980.60,3331500
2017-09-01,984.20,984.50,976.88,978.25,978.25,2535900
2017-09-05,975.40,976.77,960.37,965.27,965.27,2883200
2017-09-06,968.32,971.84,960.60,967.80,967.80,2129900
2017-09-07,974.00,980.59,972.55,979.47,979.47,2566800
2017-09-08,979.10,979.88,963.47,965.90,965.90,2605300
2017-09-11,974.46,981.94,974.22,977.96,977.96,2186700
2017-09-12,983.27,984.67,975.52,982.58,982.58,2481100
2017-09-13,983.97,1000.00,979.42,999.60,999.60,3374700
2017-09-14,996.80,998.56,987.74,992.21,992.21,3913300
2017-09-15,993.01,996.25,984.03,986.79,986.79,3760200
2017-09-18,990.40,992.79,968.17,974.19,974.19,3411300
2017-09-19,977.25,978.24,967.46,969.86,969.86,2671100
2017-09-20,971.79,974.81,962.16,973.21,973.21,2888800
2017-09-21,971.31,971.70,962.02,964.65,964.65,2337600
2017-09-22,961.01,965.61,954.42,955.10,955.10,2641800
2017-09-25,949.31,949.42,932.89,939.79,939.79,5124000
2017-09-26,945.49,948.63,931.75,938.60,938.60,3564800
2017-09-27,948.00,955.30,943.30,950.87,950.87,3148900
2017-09-28,951.86,959.70,950.10,956.40,956.40,2522600
2017-09-29,960.11,964.83,958.38,961.35,961.35,2543800
2017-10-02,964.00,967.31,952.12,959.19,959.19,2442900
2017-10-03,958.00,963.69,950.37,957.10,957.10,2666600
2017-10-04,954.21,967.79,954.05,965.45,965.45,2527400
