Date,Open,High,Low,Close,Adj Close,Volume
2016-03-01,703.62,718.81,699.77,718.81,718.81,2151400
2016-03-02,719.00,720.00,712.00,718.85,718.85,1629000
2016-03-03,718.68,719.45,706.02,712.42,712.42,1958000
2016-03-04,714.99,716.49,706.02,710.89,710.89,1972100
2016-03-07,706.90,708.09,686.90,695.16,695.16,2985100
2016-03-08,688.59,703.79,685.34,693.97,693.97,2076300
2016-03-09,698.47,705.68,694.00,705.24,705.24,1421500
2016-03-10,708.12,716.44,703.36,712.82,712.82,2833500
2016-03-11,720.00,726.92,717.13,726.82,726.82,1970800
2016-03-14,726.81,735.50,725.15,730.49,730.49,1718300
2016-03-15,726.92,732.29,724.77,728.33,728.33,1721000
2016-03-16,726.37,737.47,724.51,736.09,736.09,1624400
2016-03-17,736.45,743.07,736.00,737.78,737.78,1860800
2016-03-18,741.86,742.00,731.83,737.60,737.60,2980700
2016-03-21,736.50,742.50,733.52,742.09,742.09,1836500
2016-03-22,737.46,745.00,737.46,740.75,740.75,1269700
2016-03-23,742.36,745.72,736.15,738.06,738.06,1432100
2016-03-24,732.01,737.75,731.00,735.30,735.30,1594900
2016-03-28,736.79,738.99,732.50,733.53,733.53,1301300
2016-03-29,734.59,747.25,728.76,744.77,744.77,1903800
2016-03-30,750.10,757.88,748.74,750.53,750.53,1782400
2016-03-31,749.25,750.85,740.94,744.95,744.95,1718800
2016-04-01,738.60,750.34,737.00,749.91,749.91,1576700
2016-04-04,750.06,752.80,742.43,745.29,745.29,1134200
2016-04-05,738.00,742.80,735.37,737.80,737.80,1132300
2016-04-06,735.77,746.24,735.56,745.69,745.69,1053700
2016-04-07,745.37,747.00,736.28,740.28,740.28,1453200
2016-04-08,743.97,745.45,735.55,739.15,739.15,1290800
2016-04-11,743.02,745.00,736.05,736.10,736.10,1220100
2016-04-12,738.00,743.83,731.01,743.09,743.09,1353000
2016-04-13,749.16,754.38,744.26,751.72,751.72,1707100
2016-04-14,754.01,757.31,752.71,753.20,753.20,1135300
2016-04-15,753.98,761.00,752.69,759.00,759.00,1809300
2016-04-18,760.46,768.05,757.30,766.61,766.61,1558800
2016-04-19,769.51,769.90,749.33,753.93,753.93,2030500
2016-04-20,758.00,758.13,750.01,752.67,752.67,1529200
2016-04-21,755.38,760.45,749.55,759.14,759.14,3060500
2016-04-22,726.30,736.12,713.61,718.77,718.77,5951900
2016-04-25,716.10,723.93,715.59,723.15,723.15,1959200
2016-04-26,725.42,725.77,703.03,708.14,708.14,2744600
2016-04-27,707.29,708.98,692.36,705.84,705.84,3098600
2016-04-28,708.26,714.17,689.55,691.02,691.02,2867300
2016-04-29,690.70,697.62,689.00,693.01,693.01,2487700
2016-05-02,697.63,700.64,691.00,698.21,698.21,1645300
2016-05-03,696.87,697.84,692.00,692.36,692.36,1543800
2016-05-04,690.49,699.75,689.01,695.70,695.70,1693500
2016-05-05,697.70,702.32,695.72,701.43,701.43,1683500
2016-05-06,698.38,711.86,698.11,711.12,711.12,1829300
2016-05-09,712.00,718.71,710.00,712.90,712.90,1510300
2016-05-10,716.75,723.50,715.72,723.18,723.18,1569600
2016-05-11,723.41,724.48,712.80,715.29,715.29,1692100
2016-05-12,717.06,719.25,709.00,713.31,713.31,1360700
2016-05-13,711.93,716.66,709.26,710.83,710.83,1314500
2016-05-16,709.13,718.48,705.65,716.49,716.49,1317100
2016-05-17,715.99,721.52,704.11,706.23,706.23,2001200
2016-05-18,703.67,711.60,700.63,706.63,706.63,1766800
2016-05-19,702.36,706.00,696.80,700.32,700.32,1670200
2016-05-20,701.62,714.58,700.52,709.74,709.74,1828400
2016-05-23,706.53,711.48,704.18,704.24,704.24,1330700
2016-05-24,706.86,720.97,706.86,720.09,720.09,1929500
2016-05-25,720.76,727.51,719.71,725.27,725.27,1629200
2016-05-26,722.87,728.33,720.28,724.12,724.12,1576300
2016-05-27,724.01,733.94,724.00,732.66,732.66,1975000
2016-05-31,731.74,739.73,731.26,735.72,735.72,2129500
2016-06-01,734.53,737.21,730.66,734.15,734.15,1253600
2016-06-02,732.50,733.02,724.17,730.40,730.40,1341800
2016-06-03,729.27,729.49,720.56,722.34,722.34,1226300
2016-06-06,724.91,724.91,714.61,716.55,716.55,1565300
2016-06-07,719.84,721.98,716.55,716.65,716.65,1336200
2016-06-08,723.96,728.57,720.58,728.28,728.28,1583700
2016-06-09,722.87,729.54,722.34,728.58,728.58,988900
2016-06-10,719.47,725.89,716.43,719.41,719.41,1216400
2016-06-13,716.51,725.44,716.51,718.36,718.36,1258900
2016-06-14,716.48,722.47,713.12,718.27,718.27,1306100
2016-06-15,719.00,722.98,717.31,718.92,718.92,1214500
2016-06-16,714.91,716.65,703.26,710.36,710.36,1982500
2016-06-17,708.65,708.82,688.45,691.72,691.72,3402400
2016-06-20,698.77,702.48,693.41,693.71,693.71,2082500
2016-06-21,698.40,702.77,692.01,695.94,695.94,1465600
2016-06-22,699.06,700.86,693.08,697.46,697.46,1184300
2016-06-23,697.45,701.95,687.00,701.87,701.87,2171400
2016-06-24,675.17,689.40,673.45,675.22,675.22,4449000
2016-06-27,671.00,672.30,663.28,668.26,668.26,2629000
2016-06-28,678.97,680.33,673.00,680.04,680.04,2173800
2016-06-29,683.00,687.43,681.41,684.11,684.11,1932600
2016-06-30,685.47,692.32,683.65,692.10,692.10,1597700
2016-07-01,692.20,700.65,692.13,699.21,699.21,1344700
2016-07-05,696.06,696.94,688.88,694.95,694.95,1462600
2016-07-06,689.98,701.68,689.09,697.77,697.77,1411900
2016-07-07,698.08,698.20,688.22,695.36,695.36,1304200
2016-07-08,699.50,705.71,696.43,705.63,705.63,1575200
2016-07-11,708.05,716.51,707.24,715.09,715.09,1111800
2016-07-12,719.12,722.94,715.91,720.64,720.64,1336900
2016-07-13,723.62,724.00,716.85,716.98,716.98,935900
2016-07-14,721.58,722.21,718.03,720.95,720.95,950200
2016-07-15,725.73,725.74,719.05,719.85,719.85,1279300
2016-07-18,722.71,736.13,721.19,733.78,733.78,1295500
2016-07-19,729.89,736.99,729.00,736.96,736.96,1227500
2016-07-20,737.33,742.13,737.10,741.19,741.19,1289700
2016-07-21,740.36,741.69,735.83,738.63,738.63,1026300
2016-07-22,741.86,743.24,736.56,742.74,742.74,1259800
2016-07-25,740.67,742.61,737.50,739.77,739.77,1032400
2016-07-26,739.04,741.69,734.27,738.42,738.42,1186700
2016-07-27,738.28,744.46,737.00,741.77,741.77,1512500
2016-07-28,747.04,748.65,739.30,745.91,745.91,3530200
2016-07-29,772.71,778.55,766.77,768.79,768.79,3841500
2016-08-01,761.09,780.43,761.09,772.88,772.88,2700500
2016-08-02,768.69,775.84,767.85,771.07,771.07,1784500
2016-08-03,767.18,773.21,766.82,773.18,773.18,1287400
2016-08-04,772.22,774.07,768.79,771.61,771.61,1140300
2016-08-05,773.78,783.04,772.34,782.22,782.22,1801200
2016-08-08,782.00,782.63,778.09,781.76,781.76,1107900
2016-08-09,781.10,788.94,780.57,784.26,784.26,1318900
2016-08-10,783.75,786.81,782.78,784.68,784.68,786400
2016-08-11,785.00,789.75,782.97,784.85,784.85,975100
2016-08-12,781.50,783.40,780.40,783.22,783.22,740500
2016-08-15,783.75,787.49,780.11,782.44,782.44,938200
2016-08-16,780.30,780.98,773.44,777.14,777.14,1028000
2016-08-17,777.32,780.81,773.53,779.91,779.91,924200
2016-08-18,780.01,782.86,777.00,777.50,777.50,719400
2016-08-19,775.00,777.10,773.13,775.42,775.42,861500
2016-08-22,773.27,774.54,770.05,772.15,772.15,951400
2016-08-23,775.48,776.44,771.78,772.08,772.08,928200
2016-08-24,770.58,774.50,767.07,769.64,769.64,1072000
2016-08-25,767.00,771.89,763.18,769.41,769.41,926900
2016-08-26,769.00,776.08,765.85,769.54,769.54,1166700
2016-08-29,768.74,774.99,766.61,772.15,772.15,847600
2016-08-30,769.33,774.47,766.84,769.09,769.09,1130000
2016-08-31,767.01,769.09,765.38,767.05,767.05,1248600
2016-09-01,769.25,771.02,764.30,768.78,768.78,925100
2016-09-02,773.01,773.92,768.41,771.46,771.46,1072700
2016-09-06,773.45,782.00,771.00,780.08,780.08,1442800
2016-09-07,780.00,782.73,776.20,780.35,780.35,893700
2016-09-08,778.59,780.35,773.58,775.32,775.32,1270300
2016-09-09,770.10,773.24,759.66,759.66,759.66,1885500
2016-09-12,755.13,770.29,754.00,769.02,769.02,1311000
2016-09-13,764.48,766.22,755.80,759.69,759.69,1395000
2016-09-14,759.61,767.68,759.11,762.49,762.49,1087400
2016-09-15,762.89,773.80,759.96,771.76,771.76,1305100
2016-09-16,769.75,769.75,764.66,768.88,768.88,2049300
2016-09-19,772.42,774.00,764.44,765.70,765.70,1172800
2016-09-20,769.00,773.33,768.53,771.41,771.41,978600
2016-09-21,772.66,777.16,768.30,776.22,776.22,1167800
2016-09-22,780.00,789.85,778.44,787.21,787.21,1486200
2016-09-23,786.59,788.93,784.15,786.90,786.90,1411900
2016-09-26,782.74,782.74,773.07,774.21,774.21,1533200
2016-09-27,775.50,785.99,774.31,783.01,783.01,1153200
2016-09-28,777.85,781.81,774.97,781.56,781.56,1109800
2016-09-29,781.44,785.80,774.23,775.01,775.01,1314700
2016-09-30,776.33,780.94,774.09,777.29,777.29,1585300
2016-10-03,774.25,776.07,769.50,772.56,772.56,1278800
2016-10-04,776.03,778.71,772.89,776.43,776.43,1201400
2016-10-05,779.31,782.07,775.65,776.47,776.47,1461200
2016-10-06,779.00,780.48,775.54,776.86,776.86,1070700
2016-10-07,779.66,779.66,770.75,775.08,775.08,933200
2016-10-10,777.71,789.38,775.87,785.94,785.94,1174900
2016-10-11,786.66,792.28,780.58,783.07,783.07,1372500
2016-10-12,783.76,788.13,782.06,786.14,786.14,937400
2016-10-13,781.22,781.22,773.00,778.19,778.19,1365300
2016-10-14,781.65,783.95,776.00,778.53,778.53,852500
2016-10-17,779.80,785.85,777.50,779.96,779.96,1093000
2016-10-18,787.85,801.61,785.57,795.26,795.26,2056900
2016-10-19,798.24,804.60,798.03,801.50,801.50,1766800
2016-10-20,803.30,803.97,796.03,796.97,796.97,1757500
2016-10-21,795.00,799.50,794.00,799.37,799.37,1266200
2016-10-24,804.90,815.18,804.82,813.11,813.11,1697500
2016-10-25,816.68,816.68,805.14,807.67,807.67,1576400
2016-10-26,806.34,806.98,796.32,799.07,799.07,1647700
2016-10-27,801.00,803.49,791.50,795.35,795.35,2749200
2016-10-28,808.35,815.49,793.59,795.37,795.37,4269900
2016-10-31,795.47,796.86,784.00,784.54,784.54,2427300
2016-11-01,782.89,789.49,775.54,783.61,783.61,2406400
2016-11-02,778.20,781.65,763.45,768.70,768.70,1872400
2016-11-03,767.25,769.95,759.03,762.13,762.13,1943200
2016-11-04,750.66,770.36,750.56,762.02,762.02,2134800
2016-11-07,774.50,785.19,772.55,782.52,782.52,1585100
2016-11-08,783.40,795.63,780.19,790.51,790.51,1366900
2016-11-09,779.94,791.23,771.67,785.31,785.31,2607100
2016-11-10,791.17,791.17,752.18,762.56,762.56,4745200
2016-11-11,756.54,760.78,750.38,754.02,754.02,2431800
2016-11-14,755.60,757.85,727.54,736.08,736.08,3654400
2016-11-15,746.97,764.42,746.97,758.49,758.49,2384000
2016-11-16,755.20,766.36,750.51,764.48,764.48,1472600
2016-11-17,766.92,772.70,764.23,771.23,771.23,1304000
2016-11-18,771.37,775.00,760.00,760.54,760.54,1547100
2016-11-21,762.61,769.70,760.60,769.20,769.20,1330600
2016-11-22,772.63,776.96,767.00,768.27,768.27,1593100
2016-11-23,767.73,768.28,755.25,760.99,760.99,1478400
2016-11-25,764.26,765.00,760.52,761.68,761.68,587400
2016-11-28,760.00,779.53,759.80,768.24,768.24,2188200
2016-11-29,771.53,778.50,768.24,770.84,770.84,1616600
2016-11-30,770.07,772.99,754.83,758.04,758.04,2392900
2016-12-01,757.44,759.85,737.03,747.92,747.92,3017900
2016-12-02,744.59,754.00,743.10,750.50,750.50,1452500
2016-12-05,757.71,763.90,752.90,762.52,762.52,1394200
2016-12-06,764.73,768.83,757.34,759.11,759.11,1690700
2016-12-07,761.00,771.36,755.80,771.19,771.19,1761000
2016-12-08,772.48,778.18,767.23,776.42,776.42,1488100
2016-12-09,780.00,789.43,779.02,789.29,789.29,1821900
2016-12-12,785.04,791.25,784.35,789.27,789.27,2104100
2016-12-13,793.90,804.38,793.34,796.10,796.10,2145200
2016-12-14,797.40,804.00,794.01,797.07,797.07,1704200
2016-12-15,797.34,803.00,792.92,797.85,797.85,1626500
2016-12-16,800.40,800.86,790.29,790.80,790.80,2443800
2016-12-19,790.22,797.66,786.27,794.20,794.20,1232100
2016-12-20,796.76,798.65,793.27,796.42,796.42,951000
2016-12-21,795.84,796.68,787.10,794.56,794.56,1211300
2016-12-22,792.36,793.32,788.58,791.26,791.26,972200
2016-12-23,790.90,792.74,787.28,789.91,789.91,623400
2016-12-27,790.68,797.86,787.66,791.55,791.55,789100
2016-12-28,793.70,794.23,783.20,785.05,785.05,1153800
2016-12-29,783.33,785.93,778.92,782.79,782.79,744300
2016-12-30,782.75,782.78,770.41,771.82,771.82,1770000
2017-01-03,778.81,789.63,775.80,786.14,786.14,1657300
2017-01-04,788.36,791.34,783.16,786.90,786.90,1073000
2017-01-05,786.08,794.48,785.02,794.02,794.02,1335200
2017-01-06,795.26,807.90,792.20,806.15,806.15,1640200
2017-01-09,806.40,809.97,802.83,806.65,806.65,1274600
2017-01-10,807.86,809.13,803.51,804.79,804.79,1176800
2017-01-11,805.00,808.15,801.37,807.91,807.91,1065900
2017-01-12,807.14,807.39,799.17,806.36,806.36,1353100
2017-01-13,807.48,811.22,806.69,807.88,807.88,1099200
2017-01-17,807.08,807.14,800.37,804.61,804.61,1362100
2017-01-18,805.81,806.21,800.99,806.07,806.07,1294400
2017-01-19,805.12,809.48,801.80,802.17,802.17,919300
2017-01-20,806.91,806.91,801.69,805.02,805.02,1670000
2017-01-23,807.25,820.87,803.74,819.31,819.31,1963600
2017-01-24,822.30,825.90,817.82,823.87,823.87,1474000
2017-01-25,829.62,835.77,825.06,835.67,835.67,1494500
2017-01-26,837.81,838.00,827.01,832.15,832.15,2973900
2017-01-27,834.71,841.95,820.44,823.31,823.31,2965800
2017-01-30,814.66,815.84,799.80,802.32,802.32,3246600
2017-01-31,796.86,801.25,790.52,796.79,796.79,2160600
2017-02-01,799.68,801.19,791.19,795.70,795.70,2029700
2017-02-02,793.80,802.70,792.00,798.53,798.53,1532100
2017-02-03,802.99,806.00,800.37,801.49,801.49,1463400
2017-02-06,799.70,801.67,795.25,801.34,801.34,1184500
2017-02-07,803.99,810.50,801.78,806.97,806.97,1241200
2017-02-08,807.00,811.84,803.19,808.38,808.38,1155300
2017-02-09,809.51,810.66,804.54,809.56,809.56,989700
2017-02-10,811.70,815.25,809.78,813.67,813.67,1135000
2017-02-13,816.00,820.96,815.49,819.24,819.24,1213300
2017-02-14,819.00,823.00,816.00,820.45,820.45,1054700
2017-02-15,819.36,823.00,818.47,818.98,818.98,1313600
2017-02-16,819.93,824.40,818.98,824.16,824.16,1287600
2017-02-17,823.02,828.07,821.66,828.07,828.07,1611000
2017-02-21,828.66,833.45,828.35,831.66,831.66,1262300
2017-02-22,828.66,833.25,828.64,830.76,830.76,982900
2017-02-23,830.12,832.46,822.88,831.33,831.33,1472800
2017-02-24,827.73,829.00,824.20,828.64,828.64,1392200
2017-02-27,824.55,830.50,824.00,829.28,829.28,1101500
2017-02-28,825.61,828.54,820.20,823.21,823.21,2260800
2017-03-01,828.85,836.26,827.26,835.24,835.24,1496500
2017-03-02,833.85,834.51,829.64,830.63,830.63,942500
2017-03-03,830.56,831.36,825.75,829.08,829.08,896400
2017-03-06,826.95,828.88,822.40,827.78,827.78,1109000
2017-03-07,827.40,833.41,826.52,831.91,831.91,1037600
2017-03-08,833.51,838.15,831.79,835.37,835.37,989800
2017-03-09,836.00,842.00,834.21,838.68,838.68,1261500
2017-03-10,843.28,844.91,839.50,843.25,843.25,1704000
2017-03-13,844.00,848.68,843.25,845.54,845.54,1223600
2017-03-14,843.64,847.24,840.80,845.62,845.62,779900
2017-03-15,847.59,848.63,840.77,847.20,847.20,1381500
2017-03-16,849.03,850.85,846.13,848.78,848.78,977600
2017-03-17,851.61,853.40,847.11,852.12,852.12,1712300
2017-03-20,850.01,850.22,845.15,848.40,848.40,1231500
2017-03-21,851.40,853.50,829.02,830.46,830.46,2463500
2017-03-22,831.91,835.55,827.18,829.59,829.59,1401500
2017-03-23,821.00,822.57,812.26,817.58,817.58,3487100
2017-03-24,820.08,821.93,808.89,814.43,814.43,1981000
2017-03-27,806.95,821.63,803.37,819.51,819.51,1894300
2017-03-28,820.41,825.99,814.03,820.92,820.92,1620500
2017-03-29,825.00,832.77,822.38,831.41,831.41,1786300
2017-03-30,833.50,833.68,829.00,831.50,831.50,1055300
2017-03-31,828.97,831.64,827.39,829.56,829.56,1401900
2017-04-03,829.22,840.85,829.22,838.55,838.55,1671500
2017-04-04,831.36,835.18,829.04,834.57,834.57,1045400
2017-04-05,835.51,842.45,830.72,831.41,831.41,1555300
2017-04-06,832.40,836.39,826.46,827.88,827.88,1254400
2017-04-07,827.96,828.48,820.51,824.67,824.67,1057300
2017-04-10,825.39,829.35,823.77,824.73,824.73,978900
2017-04-11,824.71,827.43,817.02,823.35,823.35,1079700
2017-04-12,821.93,826.66,821.02,824.32,824.32,900500
2017-04-13,822.14,826.38,821.44,823.56,823.56,1122400
2017-04-17,825.01,837.75,824.47,837.17,837.17,895000
2017-04-18,834.22,838.93,832.71,836.82,836.82,836700
2017-04-19,839.79,842.22,836.29,838.21,838.21,954200
2017-04-20,841.44,845.20,839.32,841.65,841.65,959000
2017-04-21,842.88,843.88,840.60,843.19,843.19,1323600
2017-04-24,851.20,863.45,849.86,862.76,862.76,1372500
2017-04-25,865.00,875.00,862.81,872.30,872.30,1672000
2017-04-26,874.23,876.05,867.75,871.73,871.73,1237200
2017-04-27,873.60,875.40,870.38,874.25,874.25,2026800
2017-04-28,910.66,916.85,905.77,905.96,905.96,3276300
2017-05-01,901.94,915.68,901.45,912.57,912.57,2116000
2017-05-02,909.62,920.77,909.45,916.44,916.44,1587200
2017-05-03,914.86,928.10,912.54,927.04,927.04,1499500
2017-05-04,926.07,935.93,924.59,931.66,931.66,1422100
2017-05-05,933.54,934.90,925.20,927.13,927.13,1911300
2017-05-08,926.12,936.92,925.26,934.30,934.30,1329800
2017-05-09,936.95,937.50,929.53,932.17,932.17,1581800
2017-05-10,931.98,932.00,925.16,928.78,928.78,1173900
2017-05-11,925.32,932.53,923.03,930.60,930.60,835000
2017-05-12,931.53,933.44,927.85,932.22,932.22,1050600
2017-05-15,932.95,938.25,929.34,937.08,937.08,1108100
2017-05-16,940.00,943.11,937.58,943.00,943.00,969500
2017-05-17,935.67,939.33,918.14,919.62,919.62,2362100
2017-05-18,921.00,933.17,918.75,930.24,930.24,1596900
2017-05-19,931.47,937.76,931.00,934.01,934.01,1393000
2017-05-22,935.00,941.88,935.00,941.86,941.86,1120400
2017-05-23,947.92,951.47,942.58,948.82,948.82,1270800
2017-05-24,952.98,955.09,949.50,954.96,954.96,1024800
2017-05-25,957.33,972.63,955.47,969.54,969.54,1660500
2017-05-26,969.70,974.98,965.03,971.47,971.47,1252000
2017-05-30,970.31,976.20,969.49,975.88,975.88,1466700
2017-05-31,975.02,979.27,960.18,964.86,964.86,2448100
2017-06-01,968.95,971.50,960.01,966.95,966.95,1410500
2017-06-02,969.46,975.88,966.00,975.60,975.60,1751000
2017-06-05,976.55,986.91,975.10,983.68,983.68,1252100
2017-06-06,983.16,988.25,975.14,976.57,976.57,1814600
2017-06-07,980.00,983.98,975.94,980.94,980.94,1453900
2017-06-08,982.35,984.57,977.20,983.41,983.41,1481900
2017-06-09,984.50,984.50,935.63,949.83,949.83,3309400
2017-06-12,939.56,949.35,915.23,942.90,942.90,3763500
2017-06-13,951.91,959.98,944.09,953.40,953.40,2013300
2017-06-14,959.92,961.15,942.25,950.76,950.76,1489700
2017-06-15,933.97,943.34,924.44,942.31,942.31,2133100
2017-06-16,940.00,942.04,931.59,939.78,939.78,3094700
2017-06-19,949.96,959.99,949.05,957.37,957.37,1533300
2017-06-20,957.52,961.62,950.01,950.63,950.63,1126000
2017-06-21,953.64,960.10,950.76,959.45,959.45,1202200
2017-06-22,958.70,960.72,954.55,957.09,957.09,941400
2017-06-23,956.83,966.00,954.20,965.59,965.59,1527900
2017-06-26,969.90,973.31,950.79,952.27,952.27,1598400
2017-06-27,942.46,948.29,926.85,927.33,927.33,2579900
2017-06-28,929.00,942.75,916.00,940.49,940.49,2721400
2017-06-29,929.92,931.26,910.62,917.79,917.79,3299200
2017-06-30,926.05,926.05,908.31,908.73,908.73,2090200
2017-07-03,912.18,913.94,894.79,898.70,898.70,1709800
2017-07-05,901.76,914.51,898.50,911.71,911.71,1813900
2017-07-06,904.12,914.94,899.70,906.69,906.69,1424500
2017-07-07,908.85,921.54,908.85,918.59,918.59,1637800
2017-07-10,921.77,930.38,919.59,928.80,928.80,1192800
2017-07-11,929.54,931.43,922.00,930.09,930.09,1113200
2017-07-12,938.68,946.30,934.47,943.83,943.83,1532100
2017-07-13,946.29,954.45,943.01,947.16,947.16,1294700
2017-07-14,952.00,956.91,948.01,955.99,955.99,1053800
2017-07-17,957.00,960.74,949.24,953.42,953.42,1165500
2017-07-18,953.00,968.04,950.60,965.40,965.40,1154000
2017-07-19,967.84,973.04,964.03,970.89,970.89,1224500
2017-07-20,975.00,975.90,961.51,968.15,968.15,1624500
2017-07-21,962.25,973.23,960.15,972.92,972.92,1711000
2017-07-24,972.22,986.20,970.77,980.34,980.34,3248300
2017-07-25,953.81,959.70,945.40,950.70,950.70,4661000
2017-07-26,954.68,955.00,942.28,947.80,947.80,2088300
2017-07-27,951.78,951.78,920.00,934.09,934.09,3213000
2017-07-28,929.40,943.83,927.50,941.53,941.53,1846400
2017-07-31,941.89,943.59,926.04,930.50,930.50,1970100
2017-08-01,932.38,937.45,929.26,930.83,930.83,1277700
2017-08-02,928.61,932.60,916.68,930.39,930.39,1824400
2017-08-03,930.34,932.24,922.24,923.65,923.65,1202500
2017-08-04,926.75,930.31,923.03,927.96,927.96,1082300
2017-08-07,929.06,931.70,926.50,929.36,929.36,1032200
2017-08-08,927.09,935.81,925.61,926.79,926.79,1061600
2017-08-09,920.61,925.98,917.25,922.90,922.90,1192100
2017-08-10,917.55,919.26,906.13,907.24,907.24,1824000
2017-08-11,907.97,917.78,905.58,914.39,914.39,1206800
2017-08-14,922.53,924.67,918.19,922.67,922.67,1064500
2017-08-15,924.23,926.55,919.82,922.22,922.22,883400
2017-08-16,925.29,932.70,923.45,926.96,926.96,1006700
2017-08-17,925.78,926.86,910.98,910.98,910.98,1277200
2017-08-18,910.31,915.28,907.15,910.67,910.67,1342700
2017-08-21,910.00,913.00,903.40,906.66,906.66,943400
2017-08-22,912.72,925.86,911.47,924.69,924.69,1166700
2017-08-23,921.93,929.93,919.36,927.00,927.00,1090200
2017-08-24,928.66,930.84,915.50,921.28,921.28,1270300
2017-08-25,923.49,925.55,915.50,915.89,915.89,1053400
2017-08-28,916.00,919.24,911.87,913.81,913.81,1086500
2017-08-29,905.10,923.33,905.00,921.29,921.29,1185600
2017-08-30,920.05,930.82,919.65,929.57,929.57,1301200
2017-08-31,931.76,941.98,931.76,939.33,939.33,1582600
2017-09-01,941.13,942.48,935.15,937.34,937.34,947400
2017-09-05,933.08,937.00,921.96,928.45,928.45,1326400
2017-09-06,930.15,930.91,919.27,927.81,927.81,1527700
2017-09-07,931.73,936.41,923.62,935.95,935.95,1212700
2017-09-08,936.49,936.99,924.88,926.50,926.50,1011500
2017-09-11,934.25,938.38,926.92,929.08,929.08,1267000
2017-09-12,932.59,933.48,923.86,932.07,932.07,1134400
2017-09-13,930.66,937.25,929.86,935.09,935.09,1102600
2017-09-14,931.25,932.77,924.00,925.11,925.11,1397600
2017-09-15,924.66,926.49,916.36,920.29,920.29,2505400
2017-09-18,920.01,922.08,910.60,915.00,915.00,1306900
2017-09-19,917.42,922.42,912.55,921.81,921.81,936700
2017-09-20,922.98,933.88,922.00,931.58,931.58,1669800
2017-09-21,933.00,936.53,923.83,932.45,932.45,1290600
2017-09-22,927.75,934.73,926.48,928.53,928.53,1052700
2017-09-25,925.45,926.40,909.70,920.97,920.97,1856800
2017-09-26,923.72,930.82,921.14,924.86,924.86,1666900
2017-09-27,927.74,949.90,927.74,944.49,944.49,2239400
2017-09-28,941.36,950.69,940.55,949.50,949.50,1020300
2017-09-29,952.00,959.79,951.51,959.11,959.11,1581000
2017-10-02,959.98,962.54,947.84,953.27,953.27,1283400
2017-10-03,954.00,958.00,949.14,957.79,957.79,888300
2017-10-04,957.00,960.39,950.69,951.68,951.68,952400
2017-10-05,955.49,970.91,955.18,969.96,969.96,1213800
2017-10-06,966.70,979.46,963.36,978.89,978.89,1173900
2017-10-09,980.00,985.42,976.11,977.00,977.00,891400
2017-10-10,980.00,981.57,966.08,972.60,972.60,968400
2017-10-11,973.72,990.71,972.25,989.25,989.25,1693300
